date,time,color,white,black,opponent,result,opening,eco,termination,time_control,time_class,user_rating,opp_rating,rating_diff,moves,plies,captures,checks,castles,promotions,pawn_moves,piece_moves,link
2026.02.01,18:27:35,black,adnan5120,NafsinFerdous,adnan5120,win,Four Knights Game Italian Variation,C47,NafsinFerdous won by checkmate,1:00 + 1s,Unknown,1140,357,783,24,48,15,5,2,0,10,38,https://www.chess.com/game/live/164105750886
2026.02.01,18:29:43,white,NafsinFerdous,adnan5120,adnan5120,win,Philidor Defense Nimzowitsch Variation 4.dxe5 Nxe4,C41,NafsinFerdous won by checkmate,1:00 + 1s,Unknown,1140,357,783,36,71,16,9,1,0,12,59,https://www.chess.com/game/live/164105830570
2026.02.01,18:32:34,black,adnan5120,NafsinFerdous,adnan5120,loss,Four Knights Game,C47,adnan5120 won by checkmate,1:00 + 1s,Unknown,1140,357,783,30,59,13,5,2,0,18,41,https://www.chess.com/game/live/164105939650
2026.02.01,18:35:15,white,NafsinFerdous,adnan5120,adnan5120,loss,Scotch Game 3...d6,C45,adnan5120 won by checkmate,1:00 + 1s,Unknown,1140,357,783,65,130,26,18,1,1,25,105,https://www.chess.com/game/live/164106043200
2026.02.01,18:39:10,black,adnan5120,NafsinFerdous,adnan5120,loss,Caro Kann Defense Advance Botvinnik Carls Defense 4.dxc5 e6 5.Nf3 Bxc5,B12,adnan5120 won on time,1:00 + 1s,Unknown,1140,357,783,55,109,23,10,1,1,31,78,https://www.chess.com/game/live/164106193008
2026.02.01,18:43:24,white,NafsinFerdous,adnan5120,adnan5120,loss,Scotch Game,C45,adnan5120 won by checkmate,1:00 + 1s,Unknown,1140,357,783,13,26,9,3,0,0,6,20,https://www.chess.com/game/live/164106355582
2026.02.02,02:49:06,black,EWRB-2608_61,NafsinFerdous,EWRB-2608_61,win,English Opening Kings English Variation...3.Bg2 Be7 4.Nc3 O O,A20,NafsinFerdous won by checkmate,10:00,Unknown,1406,1387,19,33,66,17,9,1,0,14,52,https://www.chess.com/game/live/164119856020
2026.02.02,02:59:08,white,NafsinFerdous,buckslayer17,buckslayer17,win,Ruy Lopez Opening Morphy Defense Columbus Variation...5.O O b5 6.Bb3 d6 7.c3,C78,NafsinFerdous won - game abandoned,10:00,Unknown,1420,1382,38,19,37,8,1,2,0,14,23,https://www.chess.com/game/live/164120065172
2026.02.02,17:22:25,white,NafsinFerdous,adnan5120,adnan5120,win,Ruy Lopez Opening Morphy Defense Caro Variation 5.Bb3,C70,NafsinFerdous won by checkmate,1:00 + 1s,Unknown,1141,357,784,19,37,11,4,1,0,9,28,https://www.chess.com/game/live/164146301484
2026.02.02,17:23:58,black,adnan5120,NafsinFerdous,adnan5120,win,Old Benoni Defense 2.d5 d6 3.e4,A43,NafsinFerdous won by checkmate,1:00 + 1s,Unknown,1142,357,785,75,150,29,14,2,1,35,115,https://www.chess.com/game/live/164146366714
2026.02.02,17:28:20,white,NafsinFerdous,adnan5120,adnan5120,loss,Philidor Defense Exchange Variation 4.Nxd4,C41,adnan5120 won by checkmate,1:00 + 1s,Unknown,1080,380,700,11,22,5,2,1,0,7,15,https://www.chess.com/game/live/164146549176
2026.02.02,17:29:24,black,adnan5120,NafsinFerdous,adnan5120,win,Closed Sicilian Defense Traditional Line 3.Nf3 d6 4.d4,B23,NafsinFerdous won by checkmate,1:00 + 1s,Unknown,1081,380,701,22,44,10,3,2,0,8,36,https://www.chess.com/game/live/164146593856
2026.02.02,17:32:00,white,NafsinFerdous,adnan5120,adnan5120,win,Sicilian Defense Open Variation 4...Nf6 5.Nc3 e5,B56,NafsinFerdous won by resignation,1:00 + 1s,Unknown,1081,380,701,9,17,2,0,0,0,6,11,https://www.chess.com/game/live/164146702506
2026.02.02,17:32:42,black,adnan5120,NafsinFerdous,adnan5120,win,Queens Pawn Opening Zukertort Variation 2...e6 3.e3 c5,D02,NafsinFerdous won by checkmate,1:00 + 1s,Unknown,1081,380,701,28,56,16,5,2,0,11,45,https://www.chess.com/game/live/164146731810
2026.02.02,17:35:42,white,NafsinFerdous,adnan5120,adnan5120,win,Sicilian Defense 2.Nf3,B27,NafsinFerdous won by checkmate,1:00 + 1s,Unknown,1081,380,701,26,51,11,6,2,0,11,40,https://www.chess.com/game/live/164146857282
2026.02.02,17:38:27,black,adnan5120,NafsinFerdous,adnan5120,win,Queens Pawn Opening 1...d5 2.e3 c5,D00,NafsinFerdous won by checkmate,1:00 + 1s,Unknown,1081,380,701,13,26,5,2,2,0,8,18,https://www.chess.com/game/live/164146972044
2026.02.02,17:39:16,white,NafsinFerdous,adnan5120,adnan5120,win,Sicilian Defense 2.Nf3,B27,NafsinFerdous won by resignation,1:00 + 1s,Unknown,1081,380,701,18,35,13,4,0,0,12,23,https://www.chess.com/game/live/164147006234
2026.02.02,17:42:43,white,NafsinFerdous,adnan5120,adnan5120,win,Sicilian Defense Anti Qxd4 Move Order 4.Nc3,B50,NafsinFerdous won by checkmate,15:00 + 10s,Unknown,1420,849,571,39,77,22,12,2,1,19,58,https://www.chess.com/game/live/164147150250
2026.02.02,18:46:53,white,NafsinFerdous,GrandmasterJohn15,GrandmasterJohn15,loss,Caro Kann Defense Exchange Variation 3...cxd5 4.Nf3,B13,GrandmasterJohn15 won by checkmate,2:00 + 1s,Unknown,1052,1090,-38,26,52,16,6,1,0,15,37,https://www.chess.com/game/live/164149773264
2026.02.02,18:49:37,black,AntonioRushing,NafsinFerdous,AntonioRushing,loss,Sicilian Defense Bowdler Attack 2...e6,B20,AntonioRushing won on time,2:00 + 1s,Unknown,1024,1039,-15,38,75,20,12,2,0,17,58,https://www.chess.com/game/live/164149882514
2026.02.02,18:55:07,black,usertc,NafsinFerdous,usertc,loss,Sicilian Defense,B20,usertc won by resignation,3:00,Unknown,1375,1400,-25,20,39,14,9,0,0,8,31,https://www.chess.com/game/live/164150100852
2026.02.02,18:57:26,white,NafsinFerdous,SMR8888,SMR8888,win,Philidor Defense,C41,NafsinFerdous won by checkmate,3:00,Unknown,1384,1379,5,18,35,9,3,1,0,11,24,https://www.chess.com/game/live/164150192654
2026.02.02,19:00:07,black,SMR8888,NafsinFerdous,SMR8888,loss,Sicilian Defense 2.Nf3 d6 3.Nc3 Nf6,B50,SMR8888 won on time,3:00,Unknown,1375,1387,-12,31,61,14,1,2,0,20,41,https://www.chess.com/game/live/164150298234
2026.02.02,19:05:57,white,NafsinFerdous,SMR8888,SMR8888,win,Sicilian Defense Open 3...cxd4 4.Nxd4 d6 5.Nc3,B33,NafsinFerdous won on time,3:00,Unknown,1384,1379,5,65,129,24,7,2,0,36,93,https://www.chess.com/game/live/164150528644
2026.02.02,19:12:11,black,SMR8888,NafsinFerdous,SMR8888,loss,Birds Opening Dutch Variation 2.Nf3 c5 3.e3,A03,SMR8888 won by checkmate,3:00,Unknown,1376,1387,-11,16,31,8,2,2,0,10,21,https://www.chess.com/game/live/164150774962
2026.02.02,19:13:45,white,NafsinFerdous,SMR8888,SMR8888,loss,Philidor Defense 3.d4,C41,SMR8888 won on time,3:00,Unknown,1368,1395,-27,38,76,18,4,1,0,24,52,https://www.chess.com/game/live/164150836658
2026.02.02,19:19:34,white,NafsinFerdous,ranrodriguez,ranrodriguez,win,Scotch Game 3...exd4 4.Nxd4 Nxd4 5.Qxd4,C45,NafsinFerdous won by resignation,5:00,Unknown,1376,1381,-5,19,37,9,1,2,0,12,25,https://www.chess.com/game/live/164151066386
2026.02.02,19:23:39,white,NafsinFerdous,fromsiverek,fromsiverek,win,Scandinavian Defense Mieses Kotrc Variation 3.Nc3 Qd8 4.Nf3,B01,NafsinFerdous won on time,5:00,Unknown,1384,1373,11,51,101,21,8,2,0,18,83,https://www.chess.com/game/live/164151226902
2026.02.04,06:59:31,black,adnan5120,NafsinFerdous,adnan5120,win,Nimzowitsch Defense 2.d4 e6 3.Nf3 d5 4.e5,B00,NafsinFerdous won by checkmate,10:00,Unknown,1420,849,571,30,60,17,10,0,0,18,42,https://www.chess.com/game/live/164213940710
2026.02.04,14:29:43,black,Bar-DL,NafsinFerdous,Bar-DL,win,Sicilian Defense 2.Nf3 d6,B50,NafsinFerdous won by resignation,10:00,Unknown,1435,1433,2,29,57,14,1,2,0,22,35,https://www.chess.com/game/live/164228442134
2026.02.04,14:37:54,black,mihailbachurin,NafsinFerdous,mihailbachurin,win,Sicilian Defense Bowdler Attack 2...e6,B20,NafsinFerdous won by resignation,10:00,Unknown,1449,1449,0,30,60,12,6,2,0,23,37,https://www.chess.com/game/live/164228773064
2026.02.04,14:49:56,black,Hoangviet8888,NafsinFerdous,Hoangviet8888,loss,Sicilian Defense Chekhover Variation 4...Nf6,B53,Hoangviet8888 won by checkmate,10:00,Unknown,1435,1435,0,46,91,19,11,1,0,21,70,https://www.chess.com/game/live/164229265014
2026.02.05,10:15:20,white,NafsinFerdous,P0ppaBluey,P0ppaBluey,win,Petrovs Defense Classical Variation,C42,NafsinFerdous won by resignation,10:00,Unknown,1447,1415,32,26,52,17,2,2,0,14,38,https://www.chess.com/game/live/164264013242
2026.02.06,19:01:58,white,NafsinFerdous,eyapim,eyapim,win,Caro Kann Defense 2.Nf3,B10,NafsinFerdous won by resignation,10:00,Unknown,1459,1442,17,37,73,22,3,2,0,23,50,https://www.chess.com/game/live/164329825484
2026.02.07,07:31:43,black,baki4783,NafsinFerdous,baki4783,loss,Sicilian Defense 2.Nf3 d6,B50,baki4783 won on time,3:00,Unknown,1376,1410,-34,40,79,13,4,2,0,20,59,https://www.chess.com/game/live/164349562490
2026.02.08,17:12:29,black,Arahana2134,NafsinFerdous,Arahana2134,win,Closed Sicilian Defense 2...d6 3.g3 Nf6 4.Bg2,B23,NafsinFerdous won by resignation,3:00,Unknown,1376,980,396,9,18,0,0,2,0,8,10,https://www.chess.com/game/live/164414017284
2026.02.10,16:58:26,black,xchesshirecatx,NafsinFerdous,xchesshirecatx,win,Old Benoni Defense 2.e3 cxd4,A43,NafsinFerdous won by resignation,3:00,Unknown,1376,1503,-127,9,18,5,1,0,0,7,11,https://www.chess.com/game/live/164503186820
2026.02.11,06:15:38,black,arivero07,NafsinFerdous,arivero07,loss,Queens Pawn Opening 1...d5 2.e3 c5,D00,arivero07 won by resignation,3:00,Unknown,1376,1301,75,27,53,8,1,2,0,15,38,https://www.chess.com/game/live/164526750812
2026.02.11,07:31:41,white,NafsinFerdous,zaches2005,zaches2005,win,Petrovs Defense Classical Variation,C42,NafsinFerdous won on time,5:00,Unknown,1384,1357,27,49,97,25,11,2,1,24,73,https://www.chess.com/game/live/164528675720
2026.02.11,20:39:48,black,HanaGemilli2,NafsinFerdous,HanaGemilli2,win,Sicilian Defense Delayed Alapin Variation 3...Nf6 4.e5 dxe5 5.Nxe5,B50,NafsinFerdous won by checkmate,5:00,Unknown,1392,1378,14,22,44,14,7,2,0,14,30,https://www.chess.com/game/live/164558420850
2026.02.12,18:30:45,black,adnan5120,NafsinFerdous,adnan5120,win,Queens Pawn Opening 1...d5 2.e3 c5,D00,NafsinFerdous won by checkmate,10:00,Unknown,1459,861,598,17,34,9,1,2,0,15,19,https://www.chess.com/game/live/164599752448
2026.02.12,18:34:58,white,NafsinFerdous,adnan5120,adnan5120,win,Sicilian Defense Smith Morra Gambit,B21,NafsinFerdous won - game abandoned,10:00,Unknown,1459,861,598,10,19,7,1,0,0,9,10,https://www.chess.com/game/live/164599928806
2026.02.13,17:25:36,black,AvBots,NafsinFerdous,AvBots,win,Nimzowitsch Larsen Attack Modern Variation 2.Bb2 Nc6 3.Nf3,A01,NafsinFerdous won by checkmate,5:00,Unknown,1400,1366,34,14,28,10,3,0,0,9,19,https://www.chess.com/game/live/164643585418
2026.02.13,17:29:38,white,NafsinFerdous,Nunneroaavan_shakkiguru,Nunneroaavan_shakkiguru,win,Scotch Game Classical Variation 5.Nxc6 bxc6,C45,NafsinFerdous won by resignation,2:00 + 1s,Unknown,1050,1018,32,26,52,13,3,1,0,17,35,https://www.chess.com/game/live/164643761660
2026.02.13,17:34:06,white,NafsinFerdous,Roman_od,Roman_od,win,Scotch Game 3...exd4 4.Nxd4,C45,NafsinFerdous won by resignation,2:00 + 1s,Unknown,1073,1020,53,22,43,13,3,1,0,13,30,https://www.chess.com/game/live/164643954712
2026.02.13,17:37:50,black,zaidh-naseem16,NafsinFerdous,zaidh-naseem16,win,Sicilian Defense 2.Nf3 d6 3.Bc4 e6,B50,NafsinFerdous won by checkmate,10:00,Unknown,1472,1467,5,18,36,13,3,2,0,9,27,https://www.chess.com/game/live/164644115786
2026.02.13,18:15:59,black,Coach-Nadia,NafsinFerdous,Coach-Nadia,win,Queens Pawn Opening Amazon Attack,D00,NafsinFerdous won by checkmate,-,Unknown,1472,1600,-128,59,118,24,11,2,1,27,91,https://www.chess.com/game/daily/37174119
2026.02.14,17:11:12,white,NafsinFerdous,Coach-Hikaru,Coach-Hikaru,draw,Nimzowitsch Defense Scandinavian Exchange Variation 4.Nf3,B00,Game drawn by stalemate,-,Unknown,1472,2000,-528,71,141,28,13,2,1,27,114,https://www.chess.com/game/daily/38120687
2026.02.14,17:30:05,black,Coach-Hikaru,NafsinFerdous,Coach-Hikaru,win,Van t Kruijs Opening 1...d5,A00,NafsinFerdous won by checkmate,-,Unknown,1472,2000,-528,69,138,28,6,2,1,42,96,https://www.chess.com/game/daily/38146397
2026.02.15,06:50:14,white,NafsinFerdous,adnan5120,adnan5120,win,Sicilian Defense 2.Nf3 d6 3.d4,B50,NafsinFerdous won - game abandoned,10:00,Unknown,1472,861,611,23,45,12,6,1,0,13,32,https://www.chess.com/game/live/164711676602
2026.02.15,09:13:48,black,Efe3s,NafsinFerdous,Efe3s,win,Queens Pawn Opening Accelerated London Steinitz Countergambit,D00,NafsinFerdous won by resignation,5:00,Unknown,1408,1384,24,21,42,15,5,2,0,16,26,https://www.chess.com/game/live/164715783430
2026.02.15,09:20:11,white,NafsinFerdous,ananya2468,ananya2468,loss,Nimzowitsch Defense Scandinavian Exchange Variation,B00,ananya2468 won by resignation,5:00,Unknown,1401,1450,-49,27,54,17,10,0,0,13,41,https://www.chess.com/game/live/164715982844
2026.02.15,09:24:09,black,sheharyar88,NafsinFerdous,sheharyar88,win,Reti Opening Sicilian Invitation...3.Nxd4 d5 4.g3 e5,A04,NafsinFerdous won by resignation,5:00,Unknown,1409,1411,-2,5,10,3,0,0,0,7,3,https://www.chess.com/game/live/164716108184
2026.02.15,09:25:50,white,NafsinFerdous,mgrchess,mgrchess,win,Kings Gambit Accepted,C33,NafsinFerdous won on time,10:00,Unknown,1484,1464,20,42,83,14,12,0,0,25,58,https://www.chess.com/game/live/164716161434
2026.02.15,13:19:11,black,kellygerms,NafsinFerdous,kellygerms,win,Old Benoni Defense 2.e3,A43,NafsinFerdous won by resignation,5:00,Unknown,1417,1413,4,37,74,19,1,2,0,20,54,https://www.chess.com/game/live/164724355146
2026.02.15,13:31:23,white,NafsinFerdous,Coach-Hikaru,Coach-Hikaru,win,Nimzowitsch Defense Kennedy Linksspringer Variation 3...Nce7,B00,NafsinFerdous won by checkmate,-,Unknown,1484,2400,-916,56,111,27,8,2,1,32,79,https://www.chess.com/game/daily/38898515
2026.02.15,13:46:56,white,NafsinFerdous,MAGABuildTheWall,MAGABuildTheWall,loss,Modern Defense with 1 e4 2.d4 Bg7,B06,MAGABuildTheWall won by checkmate,5:00,Unknown,1409,1443,-34,68,136,28,19,1,2,33,103,https://www.chess.com/game/live/164725411824
2026.02.17,07:53:46,white,NafsinFerdous,Xasan_1980,Xasan_1980,win,Four Knights Game Scotch Variation Accepted 5.Nxd4 d6 6.Bb5,C47,NafsinFerdous won by resignation,10:00,Unknown,1496,1483,13,21,41,14,1,2,0,11,30,https://www.chess.com/game/live/164806500422
2026.02.17,08:02:25,black,Adillicious,NafsinFerdous,Adillicious,win,Queens Pawn Opening Chigorin Irish Gambit,D00,NafsinFerdous won by resignation,10:00,Unknown,1507,1481,26,55,110,25,9,2,1,28,82,https://www.chess.com/game/live/164806746080
2026.02.17,08:18:57,white,NafsinFerdous,hatemcctc,hatemcctc,loss,French Defense Exchange Variation 3...exd5 4.Nf3,C01,hatemcctc won by resignation,5:00,Unknown,1401,1424,-23,35,70,24,4,2,0,17,53,https://www.chess.com/game/live/164807223122
2026.02.17,08:45:38,black,EXPERTMATH,NafsinFerdous,EXPERTMATH,loss,Sicilian Defense Delayed Alapin Variation 3...Nf6 4.d3 g6,B50,EXPERTMATH won on time,5:00,Unknown,1393,1395,-2,36,71,16,6,2,0,16,55,https://www.chess.com/game/live/164808011556
2026.02.17,08:56:09,black,Vasilio58,NafsinFerdous,Vasilio58,win,Sicilian Defense Bowdler Attack,B20,NafsinFerdous won by resignation,5:00,Unknown,1401,1372,29,38,76,18,2,2,0,26,50,https://www.chess.com/game/live/164808329918
2026.02.18,05:40:16,white,NafsinFerdous,Marvy765,Marvy765,win,Ruy Lopez Opening Old Steinitz Defense 4.d4,C62,NafsinFerdous won by checkmate,10:00,Unknown,1507,1378,129,39,77,19,9,2,0,22,55,https://www.chess.com/game/live/164850603132
2026.02.18,05:58:20,black,Rampvnkk,NafsinFerdous,Rampvnkk,loss,Sicilian Defense 2.Nf3 d6 3.Bc4 e6,B50,Rampvnkk won by checkmate,5:00,Unknown,1392,1386,6,49,97,25,13,2,2,29,68,https://www.chess.com/game/live/164851055552
2026.02.18,06:05:59,white,NafsinFerdous,Alfen1005,Alfen1005,loss,Scandinavian Defense Mieses Kotrc Variation 3.Nc3 Qe5 4.Be2,B01,Alfen1005 won by resignation,5:00,Unknown,1384,1391,-7,22,43,12,5,0,0,10,33,https://www.chess.com/game/live/164851247764
2026.02.18,06:09:28,white,NafsinFerdous,adisaputra011084,adisaputra011084,loss,Four Knights Game Scotch Variation Accepted 5.Nxd4 Bb4,C47,adisaputra011084 won by resignation,5:00,Unknown,1376,1392,-16,24,48,8,1,2,0,11,37,https://www.chess.com/game/live/164851336292
2026.02.20,08:04:03,black,HappyHorse75,NafsinFerdous,HappyHorse75,loss,Sicilian Defense Open Dragon Rauzer Variation 9...Nxd4 10.Bxd4,B76,HappyHorse75 won by resignation,5:00,Unknown,1368,1363,5,16,31,7,1,2,0,10,21,https://www.chess.com/game/live/164948010204
2026.02.20,08:06:21,white,NafsinFerdous,Daurjan,Daurjan,loss,Ruy Lopez Opening Morphy Defense Modern Steinitz Defense 5.c3 Bd7 6.O O,C75,Daurjan won on time,5:00,Unknown,1359,1322,37,61,122,24,19,2,2,34,88,https://www.chess.com/game/live/164948073952
2026.02.20,08:16:26,white,NafsinFerdous,tolgaozkann,tolgaozkann,win,Ruy Lopez Opening Old Steinitz Defense 4.d4,C62,NafsinFerdous won by resignation,5:00,Unknown,1367,1332,35,27,53,15,2,2,0,17,36,https://www.chess.com/game/live/164948353036
2026.02.22,01:07:14,white,NafsinFerdous,AdamCharlize,AdamCharlize,draw,Ruy Lopez Opening Berlin Beverwijk Variation,C65,Game drawn by insufficient material,5:00,Unknown,1367,1535,-168,65,129,28,9,2,0,27,102,https://www.chess.com/game/live/165030583640
2026.02.26,14:55:58,black,KingAdde25,NafsinFerdous,KingAdde25,win,Queens Pawn Opening Chigorin Irish Gambit,D00,NafsinFerdous won on time,5:00,Unknown,1367,235,1132,24,48,14,6,1,0,13,35,https://www.chess.com/game/live/165238712014
2026.03.02,14:05:36,black,yotupapi1308,NafsinFerdous,yotupapi1308,loss,Nimzowitsch Larsen Attack Classical Variation 2.Bb2,A01,yotupapi1308 won by checkmate,5:00,Unknown,1359,1394,-35,21,41,9,1,2,0,12,29,https://www.chess.com/game/live/165411319858
2026.03.02,14:09:21,black,sagarrajpootpro,NafsinFerdous,sagarrajpootpro,win,Sicilian Defense Open 3...cxd4 4.Nxd4 d6 5.Nc3,B33,NafsinFerdous won by checkmate,5:00,Unknown,1367,1353,14,29,58,15,5,2,0,15,43,https://www.chess.com/game/live/165411463064
2026.03.02,14:19:02,black,Antiport,NafsinFerdous,Antiport,loss,Queens Pawn Opening Chigorin Irish Gambit,D00,Antiport won on time,5:00,Unknown,1359,1379,-20,54,107,21,9,1,0,27,80,https://www.chess.com/game/live/165411836660
2026.03.04,14:09:22,white,NafsinFerdous,RastySaraswati,RastySaraswati,draw,Caro Kann Defense Exchange Variation 3...cxd5 4.Nf3 Nf6,B13,Game drawn by timeout vs insufficient material,5:00,Unknown,1360,1383,-23,54,108,29,8,2,0,32,76,https://www.chess.com/game/live/165499907842
2026.03.05,13:19:05,white,NafsinFerdous,nobodycare_lol,nobodycare_lol,loss,Scandinavian Defense Mieses Kotrc Variation 3.Nc3 Qe5 4.Be2,B01,nobodycare_lol won by checkmate,5:00,Unknown,1352,1382,-30,16,32,5,2,2,0,9,23,https://www.chess.com/game/live/165541864744
2026.03.05,13:23:08,black,Vera-Idris,NafsinFerdous,Vera-Idris,loss,Queens Pawn Opening Krause Variation,D02,Vera-Idris won by resignation,5:00,Unknown,1343,1336,7,4,7,1,0,0,0,4,3,https://www.chess.com/game/live/165542013380
2026.03.05,13:23:44,white,NafsinFerdous,mapleden,mapleden,win,Alekhines Defense Normal Variation 3.Bc4,B02,NafsinFerdous won - game abandoned,5:00,Unknown,1351,1322,29,44,87,24,8,2,0,29,58,https://www.chess.com/game/live/165542035656
2026.03.05,13:34:52,white,NafsinFerdous,Hilarygame,Hilarygame,win,Ruy Lopez Opening Old Steinitz Defense 4.O O,C62,NafsinFerdous won by checkmate,5:00,Unknown,1359,1350,9,37,73,24,13,2,1,20,53,https://www.chess.com/game/live/165542433080
2026.03.05,13:44:04,black,bar2000bar,NafsinFerdous,bar2000bar,loss,Queens Gambit Declined Austrian Variation,D06,bar2000bar won by checkmate,10:00,Unknown,1494,1504,-10,33,65,23,9,1,0,12,53,https://www.chess.com/game/live/165542763980
2026.03.05,13:54:41,black,DxD670,NafsinFerdous,DxD670,win,Sicilian Defense...3.Bc4 Nf6 4.d3 e6,B50,NafsinFerdous won by resignation,10:00,Unknown,1507,1510,-3,64,127,24,8,1,1,34,93,https://www.chess.com/game/live/165543146640
2026.03.07,00:47:01,white,NafsinFerdous,invisibleandy1980,invisibleandy1980,loss,Caro Kann Defense Exchange Variation 3...cxd5 4.Nf3 Nc6,B13,invisibleandy1980 won by resignation,10:00,Unknown,1507,1544,-37,12,24,5,0,2,0,8,16,https://www.chess.com/game/live/165609768622
2026.03.09,08:20:06,white,NafsinFerdous,TheGhost254,TheGhost254,loss,Kings Pawn Opening,B00,TheGhost254 won by resignation,5:00,Unknown,1351,1379,-28,29,58,18,2,2,0,11,47,https://www.chess.com/game/live/165705597414
2026.03.09,08:25:46,black,NOEL63,NafsinFerdous,NOEL63,loss,Grob Opening,A00,NOEL63 won by resignation,5:00,Unknown,1344,1383,-39,23,45,15,2,1,0,14,31,https://www.chess.com/game/live/165705743260
2026.03.09,08:31:26,black,Oloyorda,NafsinFerdous,Oloyorda,win,Closed Sicilian Defense Traditional Line 3.Nf3 d6 4.Bc4,B23,NafsinFerdous won by resignation,5:00,Unknown,1352,1335,17,46,92,21,5,2,0,25,67,https://www.chess.com/game/live/165705888606
2026.03.09,21:14:06,black,AlekeraChess,NafsinFerdous,AlekeraChess,win,Sicilian Defense Smith Morra Gambit...3.Qxd4 Nc6 4.Qd1 Nf6,B21,NafsinFerdous won by resignation,5:00,Unknown,1352,1123,229,24,48,8,1,2,0,15,33,https://www.chess.com/game/live/165733689918
2026.03.10,10:10:15,black,dandydio,NafsinFerdous,dandydio,loss,Sicilian Defense Taimanov Bastrikov Variation 6.f4 Nxd4 7.Qxd4,B47,dandydio won by resignation,5:00,Unknown,1352,1428,-76,11,21,7,1,0,0,8,13,https://www.chess.com/game/live/165752935684
2026.03.10,10:14:24,white,NafsinFerdous,luciana_nazica,luciana_nazica,win,Scandinavian Defense Mieses Kotrc Variation 3.Nc3 Qd8 4.Nf3,B01,NafsinFerdous won by resignation,5:00,Unknown,1352,1299,53,39,77,18,2,2,1,21,56,https://www.chess.com/game/live/165753061860
2026.03.11,10:00:50,white,NafsinFerdous,bigo6161,bigo6161,loss,Ruy Lopez Opening Old Steinitz Defense 4.d4 Bd7,C62,bigo6161 won by resignation,5:00,Unknown,1344,1379,-35,12,24,10,3,1,0,7,17,https://www.chess.com/game/live/165796702180
2026.03.11,10:02:25,black,npchalson,NafsinFerdous,npchalson,win,Queens Pawn Opening Accelerated London System 2...e6 3.e3 c5,D00,NafsinFerdous won by resignation,5:00,Unknown,1352,1347,5,36,72,17,5,2,0,22,50,https://www.chess.com/game/live/165796748914
2026.03.11,10:13:32,white,NafsinFerdous,Kyralesov1983,Kyralesov1983,loss,Ruy Lopez Opening,C60,Kyralesov1983 won by resignation,5:00,Unknown,1344,1358,-14,34,68,19,7,1,0,21,47,https://www.chess.com/game/live/165797083996
2026.03.11,10:21:34,white,NafsinFerdous,walterwhite1411,walterwhite1411,loss,Philidor Defense Exchange Variation 4.Nxd4,C41,walterwhite1411 won by resignation,5:00,Unknown,1336,1353,-17,7,14,3,0,0,0,7,7,https://www.chess.com/game/live/165797328642
2026.03.13,08:59:43,black,orestgrabovskyi,NafsinFerdous,orestgrabovskyi,loss,Queens Pawn Opening Accelerated London Steinitz Countergambit,D00,orestgrabovskyi won by resignation,5:00,Unknown,1327,1323,4,10,19,3,0,1,0,7,12,https://www.chess.com/game/live/165882810826
2026.03.13,17:52:10,black,Aclc00,NafsinFerdous,Aclc00,loss,Sicilian Defense 2.Nf3 d6 3.Bc4 e6,B50,Aclc00 won on time,5:00,Unknown,1319,1320,-1,41,81,20,8,2,0,21,60,https://www.chess.com/game/live/165902414138
2026.03.13,18:06:06,white,NafsinFerdous,khalidwalid2512,khalidwalid2512,win,Ruy Lopez Opening Berlin Beverwijk Zukertort Gambit,C64,NafsinFerdous won by resignation,5:00,Unknown,1327,1300,27,29,58,13,1,2,0,18,40,https://www.chess.com/game/live/165902964912
2026.03.13,18:14:21,white,NafsinFerdous,posergjaec,posergjaec,win,Philidor Defense Exchange Variation 4.Nxd4,C41,NafsinFerdous won by checkmate,5:00,Unknown,1336,1341,-5,20,39,10,2,2,0,9,30,https://www.chess.com/game/live/165903289960
2026.03.14,18:46:16,white,NafsinFerdous,Brooklyn42,Brooklyn42,win,Sicilian Defense Open Lowenthal Variation 5.Nxc6 bxc6,B32,NafsinFerdous won by checkmate,5:00,Unknown,1336,1500,-164,45,89,20,8,2,1,25,64,https://www.chess.com/game/live/165947641306
2026.03.15,09:58:19,black,Arbi999999,NafsinFerdous,Arbi999999,win,Polish Opening Kucharkowski Meybohm Gambit 3.Bxe5 Nf6,A00,NafsinFerdous won by resignation,5:00,Unknown,1344,1343,1,46,92,24,4,2,0,25,67,https://www.chess.com/game/live/165971122212
2026.03.15,10:07:20,white,NafsinFerdous,Nostra001,Nostra001,loss,French Defense Knight Variation,C00,Nostra001 won on time,5:00,Unknown,1336,1345,-9,59,118,27,8,2,0,31,87,https://www.chess.com/game/live/165971392874
2026.03.15,12:53:13,black,xploxxx,NafsinFerdous,xploxxx,win,Catalan Opening Closed 4...dxc4 5.Nf3 Nc6 6.O O,E04,NafsinFerdous won by resignation,10:00,Unknown,1507,1440,67,32,64,16,0,2,0,14,50,https://www.chess.com/game/live/165976766128
2026.03.16,08:15:35,white,NafsinFerdous,wanbot76,wanbot76,loss,Scotch Game 3...exd4 4.Nxd4 Qf6,C45,wanbot76 won by checkmate,10:00,Unknown,1494,1504,-10,6,12,4,1,0,0,4,8,https://www.chess.com/game/live/166010911044
2026.03.16,08:16:23,black,RonARIG,NafsinFerdous,RonARIG,loss,Sicilian Defense Bowdler Attack 2...e6,B20,RonARIG won by resignation,10:00,Unknown,1482,1518,-36,23,45,11,2,2,0,12,33,https://www.chess.com/game/live/166010931592
