date,time,color,white,black,opponent,result,opening,eco,termination,time_control,time_class,user_rating,opp_rating,rating_diff,moves,plies,captures,checks,castles,promotions,pawn_moves,piece_moves,link
2025.07.13,19:30:51,white,NafsinFerdous,JKentth,JKentth,win,French Defense Exchange Variation 3...exd5 4.Nf3 Nc6,C01,NafsinFerdous won by resignation,2:00 + 1s,Unknown,1204,1241,-37,28,55,16,5,2,0,10,45,https://www.chess.com/game/live/140660793274
2025.07.13,23:47:43,black,Henrycsept28,NafsinFerdous,Henrycsept28,win,Sicilian Defense...3.Bc4 Nf6 4.d3 e6,B50,NafsinFerdous won - game abandoned,10:00,Unknown,1277,1285,-8,36,72,20,5,2,0,19,53,https://www.chess.com/game/live/140666892344
2025.07.15,07:24:21,black,Darozglez2563,NafsinFerdous,Darozglez2563,win,Sicilian Defense Smith Morra Gambit Accepted 4.Nxc3 Nc6 5.Nf3,B21,NafsinFerdous won by resignation,10:00,Unknown,1285,1290,-5,36,72,20,5,2,0,18,54,https://www.chess.com/game/live/140712530228
2025.07.20,19:49:12,white,NafsinFerdous,mankenavenkatesh1,mankenavenkatesh1,win,Ruy Lopez Opening Cozio Defense...5.c3 Bg7 6.d4 exd4 7.cxd4,C60,NafsinFerdous won by resignation,5:00,Unknown,1280,1280,0,14,27,5,0,2,0,12,15,https://www.chess.com/game/live/140918025362
2025.07.20,19:52:32,white,NafsinFerdous,MaggioloR,MaggioloR,win,Sicilian Defense Kan Knight Variation 5...d6 6.Be3,B43,NafsinFerdous won by resignation,5:00,Unknown,1289,1294,-5,31,61,15,6,2,0,14,47,https://www.chess.com/game/live/140918122168
2025.07.20,20:01:15,black,R_a-g,NafsinFerdous,R_a-g,win,Sicilian Defense Bowdler Attack 2...e6,B20,NafsinFerdous won by checkmate,5:00,Unknown,1297,1299,-2,49,98,18,5,2,0,22,76,https://www.chess.com/game/live/140918372518
2025.07.21,17:42:50,black,Enam-E-Elahi,NafsinFerdous,Enam-E-Elahi,win,Sicilian Defense McDonnell Attack 2...d6 3.Nf3 Nc6,B21,NafsinFerdous won by resignation,10:00,Unknown,1285,1445,-160,22,44,9,4,1,0,18,26,https://www.chess.com/game/live/147433406623
2025.07.21,17:51:14,white,NafsinFerdous,Enam-E-Elahi,Enam-E-Elahi,win,Nimzowitsch Defense Declined 2...g6,B00,NafsinFerdous won by resignation,10:00,Unknown,1285,1445,-160,11,21,6,1,0,0,8,13,https://www.chess.com/game/live/147434003597
2025.07.21,17:55:46,black,Enam-E-Elahi,NafsinFerdous,Enam-E-Elahi,win,Sicilian Defense McDonnell Attack 2...d6 3.Nf3,B21,NafsinFerdous won by resignation,10:00,Unknown,1285,1445,-160,23,46,12,5,1,0,15,31,https://www.chess.com/game/live/147434011859
2025.07.21,18:02:18,white,NafsinFerdous,Enam-E-Elahi,Enam-E-Elahi,win,Sicilian Defense Open,B30,NafsinFerdous won by resignation,10:00,Unknown,1285,1445,-160,14,27,7,2,1,0,9,18,https://www.chess.com/game/live/147434604821
2025.07.21,18:09:56,black,Enam-E-Elahi,NafsinFerdous,Enam-E-Elahi,win,Sicilian Defense McDonnell Attack 2...d6 3.Nf3 Nc6,B21,NafsinFerdous won by resignation,10:00,Unknown,1285,1445,-160,36,72,24,8,2,0,19,53,https://www.chess.com/game/live/147435200961
2025.07.21,18:22:37,white,NafsinFerdous,Enam-E-Elahi,Enam-E-Elahi,loss,Sicilian Defense Open 3...cxd4 4.Nxd4,B33,Enam-E-Elahi won by resignation,10:00,Unknown,1285,1445,-160,23,46,11,1,2,0,13,33,https://www.chess.com/game/live/147435805247
2025.07.21,18:29:24,black,Enam-E-Elahi,NafsinFerdous,Enam-E-Elahi,win,Sicilian Defense 2.d3 d6,B20,NafsinFerdous won by resignation,10:00,Unknown,1285,1445,-160,16,32,6,1,1,0,10,22,https://www.chess.com/game/live/147436399875
2025.07.21,18:32:49,white,NafsinFerdous,Enam-E-Elahi,Enam-E-Elahi,win,Owens Defense 2.d4 Bb7,B00,NafsinFerdous won by resignation,10:00,Unknown,1285,1445,-160,16,31,5,4,1,0,12,19,https://www.chess.com/game/live/147436406187
2025.07.21,18:37:50,black,Enam-E-Elahi,NafsinFerdous,Enam-E-Elahi,win,Sicilian Defense McDonnell Attack 2...d6 3.Nf3,B21,NafsinFerdous won by resignation,10:00,Unknown,1285,1445,-160,16,32,6,0,2,0,12,20,https://www.chess.com/game/live/147436997153
2025.07.21,18:42:39,white,NafsinFerdous,Enam-E-Elahi,Enam-E-Elahi,win,Ruy Lopez Opening Morphy Defense Caro Variation 5.Bb3,C70,NafsinFerdous won by resignation,10:00,Unknown,1285,1445,-160,11,21,5,0,1,0,8,13,https://www.chess.com/game/live/147437005631
2025.07.21,18:45:29,black,Enam-E-Elahi,NafsinFerdous,Enam-E-Elahi,win,Sicilian Defense Bowdler Attack 2...e6,B20,NafsinFerdous won by resignation,10:00,Unknown,1285,1445,-160,14,28,8,1,2,0,13,15,https://www.chess.com/game/live/147437010621
2025.07.21,18:48:36,white,NafsinFerdous,Enam-E-Elahi,Enam-E-Elahi,draw,Sicilian Defense Open,B30,Game drawn by repetition,10:00,Unknown,1285,1445,-160,52,104,22,19,2,0,25,79,https://www.chess.com/game/live/147437598297
2025.07.22,14:27:38,white,NafsinFerdous,kamel9092,kamel9092,win,Petrovs Defense Classical Variation,C42,NafsinFerdous won - game abandoned,10:00,Unknown,1293,1290,3,21,41,14,1,2,0,7,34,https://www.chess.com/game/live/140982396942
2025.07.22,14:38:59,black,Dizta,NafsinFerdous,Dizta,win,Sicilian Defense McDonnell Attack 2...d6 3.Nf3 Nc6,B21,NafsinFerdous won by resignation,5:00,Unknown,1306,1312,-6,32,64,14,3,2,1,19,45,https://www.chess.com/game/live/140982789816
2025.07.25,06:34:40,black,kaszeyacassvitia,NafsinFerdous,kaszeyacassvitia,win,Alapin Sicilian Defense 2...d6 3.d4 cxd4 4.cxd4,B22,NafsinFerdous won by resignation,5:00,Unknown,1314,1308,6,31,62,13,1,2,0,21,41,https://www.chess.com/game/live/141082438542
2025.07.25,19:44:31,black,toxcey,NafsinFerdous,toxcey,win,Nimzowitsch Larsen Attack Classical Variation 2.Bb2,A01,NafsinFerdous won by resignation,5:00,Unknown,1322,1286,36,52,104,26,12,2,0,24,80,https://www.chess.com/game/live/141106444966
2025.07.25,20:21:14,white,NafsinFerdous,Andrsaranda,Andrsaranda,win,Philidor Defense Exchange Variation 4.Nxd4,C41,NafsinFerdous won by checkmate,5:00,Unknown,1330,1320,10,69,137,28,13,2,3,29,108,https://www.chess.com/game/live/141107506618
2025.07.25,20:37:58,black,moamen1167,NafsinFerdous,moamen1167,loss,Queens Pawn Opening Accelerated London Steinitz Countergambit,D00,moamen1167 won by checkmate,5:00,Unknown,1322,1350,-28,18,35,7,4,1,0,9,26,https://www.chess.com/game/live/141107978486
2025.07.25,20:47:58,white,NafsinFerdous,hansraj1977,hansraj1977,loss,Sicilian Defense,B20,hansraj1977 won by resignation,5:00,Unknown,1314,1351,-37,1,2,0,0,0,0,2,0,https://www.chess.com/game/live/141108256958
2025.07.25,20:48:20,black,Luzzareo,NafsinFerdous,Luzzareo,loss,Queens Pawn Opening 1...d5 2.e3 c5,D00,Luzzareo won by checkmate,10:00,Unknown,1284,1281,3,38,75,15,2,2,0,21,54,https://www.chess.com/game/live/141108267074
2025.07.28,18:20:19,black,mene251159,NafsinFerdous,mene251159,win,Sicilian Defense Bowdler Attack 2...e6 3.Nc3,B20,NafsinFerdous won on time,5:00,Unknown,1323,1337,-14,43,86,21,12,2,0,20,66,https://www.chess.com/game/live/141215611516
2025.07.28,18:33:14,white,NafsinFerdous,bennycatur,bennycatur,win,French Defense Normal Variation,C00,NafsinFerdous won by checkmate,10:00,Unknown,1293,1293,0,28,55,14,4,2,0,24,31,https://www.chess.com/game/live/141216050838
2025.07.31,20:20:38,white,NafsinFerdous,JusticeIduene,JusticeIduene,win,Ruy Lopez Opening Birds Defense 4.Nxd4 exd4 5.O O,C61,NafsinFerdous won by checkmate,10:00,Unknown,1301,1270,31,19,37,12,4,1,0,8,29,https://www.chess.com/game/live/141336548588
2025.08.01,18:08:17,white,NafsinFerdous,SofinityX,SofinityX,loss,Kings Pawn Opening Kings Knight Variation,C40,SofinityX won by resignation,10:00,Unknown,1301,1358,-57,15,30,13,3,0,0,6,24,https://www.chess.com/game/live/141370853880
2025.08.01,19:28:04,white,NafsinFerdous,scottmbbps,scottmbbps,loss,Alekhines Defense Scandinavian Variation 3.exd5 Nxd5 4.Nxd5 Qxd5 5.Nf3,B02,scottmbbps won on time,3:00,Unknown,1315,1336,-21,27,54,13,1,2,0,22,32,https://www.chess.com/game/live/141373372488
2025.08.01,19:33:50,black,yazanAbusamra,NafsinFerdous,yazanAbusamra,win,Sicilian Defense Delayed Alapin Variation 3...Nf6,B50,NafsinFerdous won - game abandoned,5:00,Unknown,1323,1325,-2,38,76,20,6,2,0,21,55,https://www.chess.com/game/live/141373548590
2025.08.01,19:39:53,white,NafsinFerdous,Gray-Beard,Gray-Beard,loss,Sicilian Defense French Variation 3.d4,B40,Gray-Beard won by resignation,5:00,Unknown,1315,1344,-29,15,30,8,0,2,0,8,22,https://www.chess.com/game/live/141373733512
2025.08.03,18:28:54,black,Dreadofthehoods,NafsinFerdous,Dreadofthehoods,loss,Kings Fianchetto Opening 1...e5 2.Bg2 Nf6,A00,Dreadofthehoods won by resignation,5:00,Unknown,1307,1340,-33,44,87,22,9,2,0,25,62,https://www.chess.com/game/live/141447863226
2025.08.03,18:38:49,black,kang_imann,NafsinFerdous,kang_imann,win,Sicilian Defense Canal Main Line 4.Bxd7 Qxd7,B52,NafsinFerdous won by resignation,5:00,Unknown,1315,1289,26,37,74,22,6,2,0,28,46,https://www.chess.com/game/live/141448191338
2025.08.03,18:46:33,white,NafsinFerdous,kang_imann,kang_imann,win,Ruy Lopez Opening Berlin Rio Gambit Accepted 5.Re1,C67,NafsinFerdous won by resignation,5:00,Unknown,1322,1282,40,26,51,16,3,2,0,14,37,https://www.chess.com/game/live/141448446504
2025.08.04,19:25:20,white,NafsinFerdous,Valoral,Valoral,loss,Sicilian Defense Four Knights Variation 6.Be3 Bb4,B45,Valoral won by resignation,5:00,Unknown,1314,1351,-37,17,34,11,0,2,0,11,23,https://www.chess.com/game/live/141488537444
2025.08.04,19:28:53,white,NafsinFerdous,luigiBsAs,luigiBsAs,win,Ruy Lopez Opening Berlin Beverwijk Zukertort Gambit,C64,NafsinFerdous won - game abandoned,5:00,Unknown,1322,1308,14,7,13,1,0,1,0,6,7,https://www.chess.com/game/live/141488652894
2025.08.04,19:29:43,white,NafsinFerdous,KingTotor,KingTotor,loss,Alekhines Defense Normal Variation 3.Bc4 Nb6 4.Bb3,B02,KingTotor won by resignation,5:00,Unknown,1314,1321,-7,38,75,21,6,2,0,19,56,https://www.chess.com/game/live/141488679678
2025.08.04,19:39:07,black,Bigbossssoman,NafsinFerdous,Bigbossssoman,win,Sicilian Defense Bowdler Attack,B20,NafsinFerdous won by resignation,5:00,Unknown,1322,1297,25,42,83,23,2,2,1,30,53,https://www.chess.com/game/live/141488988140
2025.08.04,19:45:57,black,Carlos1526,NafsinFerdous,Carlos1526,win,Sicilian Defense Canal Main Line 4.Bxd7 Qxd7,B52,NafsinFerdous won - game abandoned,5:00,Unknown,1330,1317,13,27,54,14,2,2,0,15,39,https://www.chess.com/game/live/141489210408
2025.08.04,19:53:24,white,NafsinFerdous,Foncillon31,Foncillon31,loss,Alekhines Defense Scandinavian Variation 3.exd5 Nxd5 4.Nxd5 Qxd5 5.Nf3,B02,Foncillon31 won by checkmate,5:00,Unknown,1322,1352,-30,33,66,19,7,2,0,17,49,https://www.chess.com/game/live/141489451950
2025.08.06,20:00:54,white,NafsinFerdous,baharlu,baharlu,loss,Sicilian Defense Open...4.Nxd4 a6 5.Nc3 e6,B33,baharlu won on time,5:00,Unknown,1314,1331,-17,49,98,22,11,1,0,26,72,https://www.chess.com/game/live/141569198604
2025.08.07,11:42:47,white,NafsinFerdous,IguazuI,IguazuI,loss,Scandinavian Defense Mieses Kotrc Variation,B01,IguazuI won by resignation,10:00,Unknown,1301,1377,-76,52,104,25,16,1,0,20,84,https://www.chess.com/game/live/141591221092
2025.08.12,20:19:54,black,MSabri001,NafsinFerdous,MSabri001,loss,Sicilian Defense Mengarini Variation,B20,MSabri001 won on time,5:00,Unknown,1306,1339,-33,43,85,24,8,1,1,26,59,https://www.chess.com/game/live/141807539018
2025.08.12,20:29:11,black,RIK-A,NafsinFerdous,RIK-A,win,Kings Fianchetto Opening 1...e5 2.Bg2 d5,A00,NafsinFerdous won by checkmate,5:00,Unknown,1313,1276,37,31,62,17,3,2,0,11,51,https://www.chess.com/game/live/141807821998
2025.08.13,18:41:48,black,TheTest16,NafsinFerdous,TheTest16,loss,Sicilian Defense Bowdler Attack 2...e6,B20,TheTest16 won on time,5:00,Unknown,1305,1311,-6,47,93,22,11,2,0,20,73,https://www.chess.com/game/live/141844769790
2025.08.15,18:54:03,black,EnPassantFlow,NafsinFerdous,EnPassantFlow,win,Sicilian Defense 2.Nf3 d6 3.Nc3,B50,NafsinFerdous won by resignation,10:00,Unknown,1301,937,364,23,46,11,2,2,0,19,27,https://www.chess.com/game/live/141926208194
2025.08.15,18:59:23,white,NafsinFerdous,EnPassantFlow,EnPassantFlow,draw,Pirc Defense Classical Variation 4...Bg7,B08,Game drawn by insufficient material,10:00,Unknown,1301,937,364,56,112,29,12,1,2,32,80,https://www.chess.com/game/live/141926377880
2025.08.15,19:08:14,black,EnPassantFlow,NafsinFerdous,EnPassantFlow,draw,Sicilian Defense Bowdler Attack 2...e6 3.Nc3,B20,Game drawn by repetition,10:00,Unknown,1301,937,364,63,125,29,5,2,0,30,95,https://www.chess.com/game/live/141926653178
2025.08.16,04:11:44,white,NafsinFerdous,ponelreston,ponelreston,win,Pirc Defense Classical Variation 4...Bg7 5.Bc4 O O 6.O O,B08,NafsinFerdous won by resignation,10:00,Unknown,1311,1296,15,34,68,19,5,2,0,14,54,https://www.chess.com/game/live/141938972394
2025.08.16,06:26:29,black,lexi11111122,NafsinFerdous,lexi11111122,win,Closed Sicilian Defense 2...d6,B23,NafsinFerdous won - game abandoned,5:00,Unknown,1313,1290,23,43,86,19,3,2,0,27,59,https://www.chess.com/game/live/141941904054
2025.08.16,06:36:36,white,NafsinFerdous,jakub6464,jakub6464,loss,Scotch Game Classical Intermezzo Variation,C45,jakub6464 won by resignation,10:00,Unknown,1311,1314,-3,11,22,8,2,0,0,7,15,https://www.chess.com/game/live/141942144740
2025.08.16,06:38:15,white,NafsinFerdous,Brainseeker-2437,Brainseeker-2437,loss,Ruy Lopez Opening Morphy Defense Closed Yates Variation 9...exd4 10.cxd4,C91,Brainseeker-2437 won by resignation,1:00,Unknown,1204,602,602,23,46,15,1,2,0,14,32,https://www.chess.com/game/live/141942184470
2025.08.16,11:05:25,black,sudeepfoxy,NafsinFerdous,sudeepfoxy,win,Sicilian Defense Bowdler Attack 2...e6,B20,NafsinFerdous won by resignation,5:00,Unknown,1321,1308,13,18,36,13,1,2,0,16,20,https://www.chess.com/game/live/141949509066
2025.08.16,16:16:57,white,NafsinFerdous,lucifer191-078-801,lucifer191-078-801,win,French Defense Knight Variation,C00,NafsinFerdous won by checkmate,10:00,Unknown,1311,1092,219,16,31,7,3,2,0,8,23,https://www.chess.com/game/live/141960332194
2025.08.16,16:19:28,black,lucifer191-078-801,NafsinFerdous,lucifer191-078-801,win,Sicilian Defense Bowdler Attack 2...e6,B20,NafsinFerdous won by checkmate,10:00,Unknown,1311,1092,219,53,106,26,15,1,1,27,79,https://www.chess.com/game/live/141960423820
2025.08.16,16:31:54,black,lucifer191-078-801,NafsinFerdous,lucifer191-078-801,loss,Queens Pawn Opening Chigorin Irish Gambit,D00,lucifer191-078-801 won by checkmate,10:00,Unknown,1311,1092,219,29,57,14,9,0,0,16,41,https://www.chess.com/game/live/141960875248
2025.08.16,20:21:18,black,chesssislove,NafsinFerdous,chesssislove,win,Queens Pawn Opening Zukertort Variation 2...e6 3.e3 c5,D02,NafsinFerdous won by resignation,5:00,Unknown,1321,1245,76,44,88,23,15,2,0,18,70,https://www.chess.com/game/live/141968296948
2025.08.17,17:28:41,white,NafsinFerdous,lucifer191-078-801,lucifer191-078-801,win,Ruy Lopez Opening Cozio Defense 4.O O a6 5.Ba4,C60,NafsinFerdous won by checkmate,10:00,Unknown,1316,1114,202,38,75,17,13,1,0,20,55,https://www.chess.com/game/live/142001973358
2025.08.17,17:38:19,white,NafsinFerdous,lucifer191-078-801,lucifer191-078-801,win,Kings Pawn Opening Kings Knight Variation,C40,NafsinFerdous won by checkmate,10:00,Unknown,1316,1114,202,59,117,28,11,2,1,23,94,https://www.chess.com/game/live/142002312866
2025.08.17,17:48:06,black,lucifer191-078-801,NafsinFerdous,lucifer191-078-801,win,French Defense Steiner Variation 2...c5 3.Nf3,C00,NafsinFerdous won by checkmate,10:00,Unknown,1316,1114,202,32,64,19,8,1,0,16,48,https://www.chess.com/game/live/142002656234
2025.08.20,17:32:13,white,NafsinFerdous,frankity69,frankity69,win,Kings Pawn Opening Kings Knight Variation,C40,NafsinFerdous won by resignation,5:00,Unknown,1330,1337,-7,26,51,15,3,2,0,17,34,https://www.chess.com/game/live/142123409884
2025.08.20,17:38:10,white,NafsinFerdous,Mucho-20,Mucho-20,loss,Ruy Lopez Opening Birds Defense,C61,Mucho-20 won by resignation,5:00,Unknown,1322,1342,-20,18,36,9,2,1,0,8,28,https://www.chess.com/game/live/142123628354
2025.08.20,17:42:59,black,northernElephant,NafsinFerdous,northernElephant,win,Sicilian Defense Open Classical Variation 6.Bb5 Bd7,B56,NafsinFerdous won by resignation,5:00,Unknown,1330,1295,35,25,50,18,1,2,0,16,34,https://www.chess.com/game/live/142123804804
2025.08.21,19:48:35,black,samdilli,NafsinFerdous,samdilli,loss,Queens Pawn Opening Krause Variation 3.dxc5 e6,D02,samdilli won by checkmate,5:00,Unknown,1322,1358,-36,35,69,18,7,1,0,23,46,https://www.chess.com/game/live/142168966266
2025.08.27,19:40:28,white,NafsinFerdous,ARA5959,ARA5959,loss,Ruy Lopez Opening Morphy Defense Modern Steinitz Defense 5.c3 Bd7 6.O O,C75,ARA5959 won by resignation,5:00,Unknown,1314,1330,-16,33,66,21,5,2,1,20,46,https://www.chess.com/game/live/142411497766
2025.08.29,21:34:39,black,cronus52,NafsinFerdous,cronus52,win,Queens Pawn Opening Chigorin Irish Gambit,D00,NafsinFerdous won by checkmate,5:00,Unknown,1322,1307,15,34,68,21,10,1,0,12,56,https://www.chess.com/game/live/142495782970
2025.09.06,18:15:04,white,NafsinFerdous,72sweep72,72sweep72,loss,Kings Pawn Opening Kings Knight Variation,C40,72sweep72 won on time,5:00,Unknown,1314,1340,-26,34,68,19,3,2,0,18,50,https://www.chess.com/game/live/142807595486
2025.09.06,18:23:23,white,NafsinFerdous,Ivellion,Ivellion,win,Three Knights Opening 3...Bc5,C46,NafsinFerdous won by checkmate,5:00,Unknown,1320,1232,88,15,29,11,3,0,0,6,23,https://www.chess.com/game/live/142807873568
2025.09.06,18:28:12,white,NafsinFerdous,Nanami14k,Nanami14k,loss,Ruy Lopez Opening Old Steinitz Defense 4.O O,C62,Nanami14k won by resignation,5:00,Unknown,1313,1350,-37,25,50,16,4,1,0,18,32,https://www.chess.com/game/live/142808033014
2025.09.11,20:35:27,black,Spawn_0225,NafsinFerdous,Spawn_0225,win,Sicilian Defense Bowdler Attack 2...e6,B20,NafsinFerdous won by resignation,5:00,Unknown,1321,1293,28,19,38,11,5,1,0,12,26,https://www.chess.com/game/live/143009600744
2025.09.11,20:41:29,black,Fangio777,NafsinFerdous,Fangio777,win,Queens Pawn Opening Accelerated London Steinitz Countergambit,D00,NafsinFerdous won by resignation,5:00,Unknown,1328,1289,39,19,38,9,1,0,0,20,18,https://www.chess.com/game/live/143009778792
2025.09.11,20:46:28,black,rcanum,NafsinFerdous,rcanum,loss,Sicilian Defense 2.Nf3 d6 3.Bc4 e6,B50,rcanum won by resignation,5:00,Unknown,1321,1368,-47,16,31,3,1,1,0,13,18,https://www.chess.com/game/live/143009923254
2025.09.13,13:54:35,white,NafsinFerdous,renatosaltori22,renatosaltori22,loss,Ruy Lopez Opening Fianchetto Defense 4.c3 a6 5.Ba4 d6 6.d4,C60,renatosaltori22 won by resignation,5:00,Unknown,1313,1350,-37,20,40,14,2,2,0,14,26,https://www.chess.com/game/live/143074015024
2025.09.13,13:59:41,white,NafsinFerdous,kamyar86,kamyar86,loss,Pirc Defense 2.d4 c6 3.Nf3,B07,kamyar86 won on time,5:00,Unknown,1305,1329,-24,54,108,27,4,1,0,27,81,https://www.chess.com/game/live/143074192544
2025.09.13,14:11:29,white,NafsinFerdous,funkycrumble,funkycrumble,win,Scandinavian Defense Modern Icelandic Palme Gambit 4.dxe6 Bxe6 5.Nf3,B01,NafsinFerdous won by checkmate,5:00,Unknown,1313,1295,18,51,101,25,5,2,1,34,67,https://www.chess.com/game/live/143074602866
2025.09.24,20:04:49,black,AhmedGoda87,NafsinFerdous,AhmedGoda87,loss,English Opening Symmetrical Variation,A30,AhmedGoda87 won by resignation,10:00,Unknown,1303,1304,-1,69,138,28,17,2,2,36,102,https://www.chess.com/game/live/143518665220
2025.09.24,20:22:42,black,skypiaa,NafsinFerdous,skypiaa,win,Queens Pawn Opening Pseudo Catalan Variation 3...c5 4.Bg2 cxd4,D02,NafsinFerdous won by resignation,10:00,Unknown,1303,1617,-314,42,84,24,5,2,0,25,59,https://www.chess.com/game/live/143519217696
2025.09.24,20:32:32,white,NafsinFerdous,skypiaa,skypiaa,win,Kings Pawn Opening St George Defense,B00,NafsinFerdous won by checkmate,10:00,Unknown,1303,1617,-314,24,47,10,5,1,0,15,32,https://www.chess.com/game/live/143519514984
2025.09.24,20:38:16,white,NafsinFerdous,skypiaa,skypiaa,win,Nimzowitsch Defense Declined,B00,NafsinFerdous won by checkmate,10:00,Unknown,1303,1617,-314,32,63,14,10,1,0,15,48,https://www.chess.com/game/live/143519684938
2025.09.24,20:43:28,black,skypiaa,NafsinFerdous,skypiaa,win,Undefined,A00,NafsinFerdous won by checkmate,10:00,Unknown,1303,1617,-314,59,118,26,9,1,2,39,79,https://www.chess.com/game/live/143519837532
2025.09.25,08:37:50,black,Alekszonder,NafsinFerdous,Alekszonder,win,Sicilian Defense Mengarini Variation,B20,NafsinFerdous won by resignation,10:00,Unknown,1315,1287,28,15,30,8,3,1,0,10,20,https://www.chess.com/game/live/143535047296
2025.09.25,08:40:56,white,NafsinFerdous,Bychka,Bychka,loss,Philidor Defense Exchange Variation 4.Nxd4 Nf6 5.Nc3 Be7,C41,Bychka won by resignation,10:00,Unknown,1304,1346,-42,48,96,27,15,2,0,20,76,https://www.chess.com/game/live/143535126692
2025.09.25,08:51:24,black,kbn780,NafsinFerdous,kbn780,win,Sicilian Defense Open Variation 4...Nf6 5.Bd3,B54,NafsinFerdous won by resignation,10:00,Unknown,1317,1347,-30,34,68,22,9,2,0,16,52,https://www.chess.com/game/live/143535396524
2025.09.29,18:26:39,black,ramiz4765,NafsinFerdous,ramiz4765,win,Kings Fianchetto Opening 1...e5 2.Bg2 d5,A00,NafsinFerdous won by checkmate,5:00,Unknown,1322,1325,-3,23,46,15,3,1,0,16,30,https://www.chess.com/game/live/143709054488
2025.10.01,21:07:48,black,sage109,NafsinFerdous,sage109,win,Sicilian Defense Anti Qxd4 Move Order...6.Bb5 Bd7 7.Bxc6 Bxc6,B50,NafsinFerdous won by resignation,5:00,Unknown,1330,1303,27,9,18,7,0,0,0,7,11,https://www.chess.com/game/live/143792207252
2025.10.01,21:09:33,white,NafsinFerdous,Senseidea,Senseidea,loss,Kings Pawn Opening Kings Knight Variation,C40,Senseidea won on time,5:00,Unknown,1322,1332,-10,45,90,23,7,2,0,16,74,https://www.chess.com/game/live/143792254592
2025.10.01,21:20:42,black,aneesbalha77,NafsinFerdous,aneesbalha77,win,Sicilian Defense 2.Nf3 d6,B50,NafsinFerdous won by checkmate,5:00,Unknown,1330,1315,15,61,122,24,10,2,0,31,91,https://www.chess.com/game/live/143792552272
2025.10.04,06:03:59,white,NafsinFerdous,Gil4321,Gil4321,loss,Alekhines Defense,B02,Gil4321 won by resignation,5:00,Unknown,1322,1347,-25,31,62,14,11,2,1,14,48,https://www.chess.com/game/live/143880956416
2025.10.04,19:49:01,white,NafsinFerdous,hoppla73,hoppla73,draw,Ruy Lopez Opening Old Steinitz Defense 4.c3,C62,Game drawn by stalemate,5:00,Unknown,1322,1309,13,65,129,28,16,2,2,34,95,https://www.chess.com/game/live/143906082116
2025.10.06,17:45:17,white,NafsinFerdous,Acts1339,Acts1339,win,Ruy Lopez Opening Classical Central Variation 4...Nf6 5.d4 exd4,C64,NafsinFerdous won by resignation,10:00,Unknown,1328,1287,41,30,59,17,3,2,0,16,43,https://www.chess.com/game/live/143978655750
2025.10.06,18:03:46,black,wd2chess,NafsinFerdous,wd2chess,loss,Sicilian Defense Cowboy Attack 2...d6 3.Bb2 Nf6,B20,wd2chess won by resignation,3:00,Unknown,1314,1319,-5,26,51,8,0,1,0,20,31,https://www.chess.com/game/live/143979331178
2025.10.06,18:07:33,black,busnj,NafsinFerdous,busnj,win,Queens Pawn Opening Krause Variation,D02,NafsinFerdous won by resignation,3:00,Unknown,1322,1314,8,20,40,10,1,0,0,13,27,https://www.chess.com/game/live/143979468116
2025.10.07,14:54:31,white,NafsinFerdous,9Viking,9Viking,loss,Alekhines Defense,B02,9Viking won by checkmate,3:00,Unknown,1314,1341,-27,22,44,14,3,2,0,14,30,https://www.chess.com/game/live/144012260694
2025.10.09,07:50:41,black,cbosecke,NafsinFerdous,cbosecke,win,Sicilian Defense Smith Morra Gambit Accepted 4.Nxc3 Nc6 5.Nf3 d6 6.Bc4,B21,NafsinFerdous won by checkmate,3:00,Unknown,1322,1324,-2,29,58,17,4,2,0,17,41,https://www.chess.com/game/live/144078348632
2025.10.09,10:14:07,white,NafsinFerdous,ZoranFfm,ZoranFfm,win,Alekhines Defense Normal Variation 3.Bc4 Nb6 4.Bb3,B02,NafsinFerdous won by checkmate,3:00,Unknown,1330,1306,24,15,29,4,5,0,0,8,21,https://www.chess.com/game/live/144082112908
2025.10.09,10:17:26,black,bhupaliboy,NafsinFerdous,bhupaliboy,loss,Old Benoni Defense 2.d5 d6 3.e4 Nf6,A43,bhupaliboy won on time,3:00,Unknown,1322,1319,3,42,83,13,5,2,0,18,65,https://www.chess.com/game/live/144082208340
2025.10.13,08:10:14,black,forwornman,NafsinFerdous,forwornman,win,Sicilian Defense Chekhover Variation 4...Nc6 5.Bb5 Qa5 6.Nc3,B53,NafsinFerdous won by resignation,10:00,Unknown,1340,1305,35,25,50,14,4,2,0,13,37,https://www.chess.com/game/live/144232956116
2025.10.16,08:06:07,white,NafsinFerdous,CleverUpsetter13,CleverUpsetter13,loss,Scandinavian Defense Modern Variation 3.Nf3,B01,CleverUpsetter13 won by resignation,10:00,Unknown,1328,1360,-32,16,32,11,2,2,0,12,20,https://www.chess.com/game/live/144351116888
2025.10.17,11:58:09,white,NafsinFerdous,SurajMenon56,SurajMenon56,win,Sicilian Defense Open Dragon Rauzer Variation 9...Bd7,B76,NafsinFerdous won by resignation,10:00,Unknown,1341,1341,0,20,40,6,0,2,0,17,23,https://www.chess.com/game/live/144397370816
2025.10.18,11:28:45,black,Kartik70070,NafsinFerdous,Kartik70070,win,Closed Sicilian Defense 2...d6,B23,NafsinFerdous won by checkmate,10:00,Unknown,1352,1311,41,22,44,14,5,2,0,11,33,https://www.chess.com/game/live/144435805372
